zone,valid_pt,t2m_c,ssrd_wm2,wind100,Date
ZP26,2026/4/1 1:00,9.828369141,0,0.994520731,2026/4/1
NP15,2026/4/1 0:00,8.709136963,0,4.870030117,2026/4/1
SP15,2026/4/1 0:00,15.85366821,0,5.496420138,2026/4/1
ZP26,2026/4/1 0:00,10.11642456,0,1.029186795,2026/4/1
NP15,2026/3/31 23:00,8.85736084,0,4.591155274,2026/3/31
SP15,2026/3/31 23:00,16.33468628,0,4.917906156,2026/3/31
ZP26,2026/3/31 23:00,10.43423462,0,1.10888267,2026/3/31
NP15,2026/3/31 22:00,9.089019775,0,4.458127339,2026/3/31
SP15,2026/3/31 22:00,16.80978394,0,4.428390307,2026/3/31
ZP26,2026/3/31 22:00,10.80529785,0,1.239090471,2026/3/31
NP15,2026/3/31 21:00,9.299346924,0,4.11286268,2026/3/31
SP15,2026/3/31 21:00,17.27676392,0,4.46163934,2026/3/31
ZP26,2026/3/31 21:00,11.21603394,0,1.584222522,2026/3/31
NP15,2026/3/31 20:00,9.69909668,4.890277863,4.164718909,2026/3/31
SP15,2026/3/31 20:00,17.92907715,0.140833333,4.466903341,2026/3/31
ZP26,2026/3/31 20:00,11.76141357,2.402083397,2.075787029,2026/3/31
NP15,2026/3/31 19:00,10.52984619,65.81999969,4.634532065,2026/3/31
SP15,2026/3/31 19:00,18.81195068,19.22277832,4.251514478,2026/3/31
ZP26,2026/3/31 19:00,12.54489136,36.22333145,2.58752275,2026/3/31
NP15,2026/3/31 18:00,11.41311646,159.8652802,5.300690939,2026/3/31
SP15,2026/3/31 18:00,19.9173584,73.38027954,4.494877715,2026/3/31
ZP26,2026/3/31 18:00,13.53070068,86.09027863,2.918627048,2026/3/31
NP15,2026/3/31 17:00,12.10006714,241.0343018,6.018953521,2026/3/31
SP15,2026/3/31 17:00,20.89624023,162.7661133,4.564576526,2026/3/31
ZP26,2026/3/31 17:00,14.41738892,135.7988892,3.087117987,2026/3/31
NP15,2026/3/31 16:00,11.85717773,248.0977783,7.042350063,2026/3/31
SP15,2026/3/31 16:00,21.40353394,280.7244568,5.227406175,2026/3/31
ZP26,2026/3/31 16:00,13.91189575,220.4505615,2.816903653,2026/3/31
NP15,2026/3/31 15:00,12.01864624,272.2861023,6.976690722,2026/3/31
SP15,2026/3/31 15:00,21.96472168,368.5,4.83459192,2026/3/31
ZP26,2026/3/31 15:00,14.16558838,245.2877808,2.69894237,2026/3/31
NP15,2026/3/31 14:00,12.25088501,310.1950073,6.554208651,2026/3/31
SP15,2026/3/31 14:00,22.31506348,411.0227661,4.503432338,2026/3/31
ZP26,2026/3/31 14:00,14.26208496,252.6205597,2.52985898,2026/3/31
NP15,2026/3/31 13:00,12.29837036,305.194458,6.168860726,2026/3/31
SP15,2026/3/31 13:00,22.52554321,472.8155518,4.15237236,2026/3/31
ZP26,2026/3/31 13:00,14.30545044,248.2277832,2.316780009,2026/3/31
NP15,2026/3/31 12:00,12.30172729,297.7161255,6.20913455,2026/3/31
SP15,2026/3/31 12:00,22.28707886,469.1688843,3.568173058,2026/3/31
ZP26,2026/3/31 12:00,14.43048096,227.1466675,2.13987937,2026/3/31
NP15,2026/3/31 11:00,12.32617188,254.7911072,6.186068318,2026/3/31
SP15,2026/3/31 11:00,21.61566162,418.2466736,3.003812339,2026/3/31
ZP26,2026/3/31 11:00,14.57855225,228.4988861,1.99909884,2026/3/31
NP15,2026/3/31 10:00,12.08987427,190.7702789,5.127752562,2026/3/31
SP15,2026/3/31 10:00,20.57092285,279.0738831,2.429693787,2026/3/31
ZP26,2026/3/31 10:00,14.33728027,171.8922272,1.802553277,2026/3/31
NP15,2026/3/31 9:00,11.62545776,104.6630554,4.135259483,2026/3/31
SP15,2026/3/31 9:00,19.5239563,147.0844421,1.776651989,2026/3/31
ZP26,2026/3/31 9:00,13.88635254,104.6816635,1.812474098,2026/3/31
NP15,2026/3/31 8:00,11.1083374,29.9533329,4.019555454,2026/3/31
SP15,2026/3/31 8:00,18.53408813,54.92833328,1.51490347,2026/3/31
ZP26,2026/3/31 8:00,13.12585449,31.65166664,1.675136595,2026/3/31
NP15,2026/3/31 7:00,10.86288452,0.162777781,3.725195882,2026/3/31
SP15,2026/3/31 7:00,17.82351685,2.657777786,1.44247399,2026/3/31
ZP26,2026/3/31 7:00,12.65594482,0.482777774,1.218000588,2026/3/31
NP15,2026/3/31 6:00,11.26461792,0,3.308510582,2026/3/31
SP15,2026/3/31 6:00,17.95626831,0,1.347226054,2026/3/31
ZP26,2026/3/31 6:00,12.91790771,0,1.082656124,2026/3/31
NP15,2026/3/31 5:00,11.54818726,0,2.747956346,2026/3/31
SP15,2026/3/31 5:00,18.23110962,0,1.434113508,2026/3/31
ZP26,2026/3/31 5:00,13.20050049,0,1.078864119,2026/3/31
NP15,2026/3/31 4:00,11.88006592,0,2.263498857,2026/3/31
SP15,2026/3/31 4:00,18.39907837,0,1.583656445,2026/3/31
ZP26,2026/3/31 4:00,13.46328735,0,1.255541751,2026/3/31
NP15,2026/3/31 3:00,12.33139038,0,2.253516812,2026/3/31
SP15,2026/3/31 3:00,18.5027771,0,1.484892129,2026/3/31
ZP26,2026/3/31 3:00,13.72372437,0,1.496640677,2026/3/31
NP15,2026/3/31 2:00,12.82653809,0,2.516463321,2026/3/31
SP15,2026/3/31 2:00,18.71987915,0,1.20564404,2026/3/31
ZP26,2026/3/31 2:00,13.97247314,0,1.542810931,2026/3/31
NP15,2026/3/31 1:00,13.29760742,0,2.406248159,2026/3/31
SP15,2026/3/31 1:00,19.04534912,0,1.645988034,2026/3/31
ZP26,2026/3/31 1:00,14.27767944,0,1.523895192,2026/3/31
NP15,2026/3/31 0:00,13.67202759,0,2.470686195,2026/3/31
SP15,2026/3/31 0:00,19.41644287,0,1.798955253,2026/3/31
ZP26,2026/3/31 0:00,14.65652466,0,1.623034949,2026/3/31
NP15,2026/3/30 23:00,14.09701538,0,2.64009058,2026/3/30
SP15,2026/3/30 23:00,19.95651245,0,2.009828969,2026/3/30
ZP26,2026/3/30 23:00,15.13314819,0,1.677265043,2026/3/30
NP15,2026/3/30 22:00,14.6932373,0,2.816776607,2026/3/30
SP15,2026/3/30 22:00,20.5479126,0,2.409933357,2026/3/30
ZP26,2026/3/30 22:00,15.55578613,0,1.580855889,2026/3/30
NP15,2026/3/30 21:00,15.37927246,0,2.905997344,2026/3/30
SP15,2026/3/30 21:00,21.18338013,0,2.983257585,2026/3/30
ZP26,2026/3/30 21:00,15.99435425,0,1.474040556,2026/3/30
NP15,2026/3/30 20:00,15.98754883,3.158888817,2.764767147,2026/3/30
SP15,2026/3/30 20:00,21.91848755,0.393888891,3.758227007,2026/3/30
ZP26,2026/3/30 20:00,16.67172241,2.061111212,1.981345067,2026/3/30
NP15,2026/3/30 19:00,17.21011353,52.48305511,2.825885053,2026/3/30
SP15,2026/3/30 19:00,22.95724487,53.82666779,4.391307485,2026/3/30
ZP26,2026/3/30 19:00,17.88885498,58.29222107,2.603074503,2026/3/30
NP15,2026/3/30 18:00,18.84155273,155.9763947,3.497516088,2026/3/30
SP15,2026/3/30 18:00,24.37405396,207.6388855,5.338226218,2026/3/30
ZP26,2026/3/30 18:00,19.45275879,179.2599945,2.985611601,2026/3/30
NP15,2026/3/30 17:00,19.91726685,277.2611084,4.299045694,2026/3/30
SP15,2026/3/30 17:00,25.36685181,407.6983337,5.418245568,2026/3/30
ZP26,2026/3/30 17:00,20.62145996,351.7388916,3.254253416,2026/3/30
NP15,2026/3/30 16:00,21.16067505,416.5666809,5.886466327,2026/3/30
SP15,2026/3/30 16:00,26.55145264,620.2999878,5.605668938,2026/3/30
ZP26,2026/3/30 16:00,21.35565186,486.3744507,3.583030958,2026/3/30
NP15,2026/3/30 15:00,21.70422363,566.6271973,6.246893992,2026/3/30
SP15,2026/3/30 15:00,26.7749939,763.1155396,5.038763964,2026/3/30
ZP26,2026/3/30 15:00,21.90704346,632.6166382,3.491749382,2026/3/30
NP15,2026/3/30 14:00,21.72937012,638.4866943,5.886041076,2026/3/30
SP15,2026/3/30 14:00,26.62219238,846.3377686,4.479384828,2026/3/30
ZP26,2026/3/30 14:00,21.99932861,703.0655518,3.165941153,2026/3/30
NP15,2026/3/30 13:00,21.42294312,678.3739014,5.324562714,2026/3/30
SP15,2026/3/30 13:00,26.10855103,865.1849976,3.858612478,2026/3/30
ZP26,2026/3/30 13:00,21.78942871,726.3944702,2.944300575,2026/3/30
NP15,2026/3/30 12:00,20.70562744,635.4505615,4.524322884,2026/3/30
SP15,2026/3/30 12:00,25.26321411,814.5177612,3.111730752,2026/3/30
ZP26,2026/3/30 12:00,21.2598877,699.9210815,2.632768865,2026/3/30
NP15,2026/3/30 11:00,19.52163696,526.5700073,3.415779926,2026/3/30
SP15,2026/3/30 11:00,24.08001709,690.0150146,2.511099831,2026/3/30
ZP26,2026/3/30 11:00,20.29455566,603.1088867,2.283843398,2026/3/30
NP15,2026/3/30 10:00,18.01519775,395.1644592,2.260026321,2026/3/30
SP15,2026/3/30 10:00,22.58279419,513.1327515,1.981058139,2026/3/30
ZP26,2026/3/30 10:00,19.00479126,438.2961121,1.881431489,2026/3/30
NP15,2026/3/30 9:00,15.47775269,193.4716644,0.950197665,2026/3/30
SP15,2026/3/30 9:00,20.8890686,310.1388855,1.564835634,2026/3/30
ZP26,2026/3/30 9:00,17.15792847,239.5205536,1.339057331,2026/3/30
NP15,2026/3/30 8:00,12.28192139,51.83666611,0.805147535,2026/3/30
SP15,2026/3/30 8:00,18.70413208,114.3494415,1.294119877,2026/3/30
ZP26,2026/3/30 8:00,14.40447998,68.16444397,0.943621807,2026/3/30
NP15,2026/3/30 7:00,10.48175049,0.148888886,0.806320944,2026/3/30
SP15,2026/3/30 7:00,16.69116211,4.917778015,1.171671287,2026/3/30
ZP26,2026/3/30 7:00,12.66171265,0.707777798,0.546040103,2026/3/30
NP15,2026/3/30 6:00,10.67669678,0,0.745986565,2026/3/30
SP15,2026/3/30 6:00,16.75289917,0,1.131565074,2026/3/30
ZP26,2026/3/30 6:00,12.72189331,0,0.46983789,2026/3/30
NP15,2026/3/30 5:00,10.8274231,0,0.703187997,2026/3/30
SP15,2026/3/30 5:00,17.11047363,0,1.133148129,2026/3/30
ZP26,2026/3/30 5:00,12.82809448,0,0.518405868,2026/3/30
NP15,2026/3/30 4:00,11.00079346,0,0.699112387,2026/3/30
SP15,2026/3/30 4:00,17.49154663,0,1.158160748,2026/3/30
ZP26,2026/3/30 4:00,12.97644043,0,0.516865371,2026/3/30
NP15,2026/3/30 3:00,11.19543457,0,0.70666739,2026/3/30
SP15,2026/3/30 3:00,17.94049072,0,1.189673438,2026/3/30
ZP26,2026/3/30 3:00,13.23120117,0,0.37159272,2026/3/30
NP15,2026/3/30 2:00,11.51077271,0,0.630228452,2026/3/30
SP15,2026/3/30 2:00,18.45800781,0,1.443613967,2026/3/30
ZP26,2026/3/30 2:00,13.54693604,0,0.191029156,2026/3/30
NP15,2026/3/30 1:00,12.04190063,0,0.493657244,2026/3/30
SP15,2026/3/30 1:00,19.04312134,0,1.650068008,2026/3/30
ZP26,2026/3/30 1:00,13.95285034,0,0.411800795,2026/3/30
NP15,2026/3/30 0:00,12.70367432,0,0.314001063,2026/3/30
SP15,2026/3/30 0:00,19.6968689,0,1.891965687,2026/3/30
ZP26,2026/3/30 0:00,14.40512085,0,0.713032933,2026/3/30
NP15,2026/3/29 23:00,13.61547852,0,0.23991,2026/3/29
SP15,2026/3/29 23:00,20.40014648,0,2.00779289,2026/3/29
ZP26,2026/3/29 23:00,14.94476318,0,0.827650652,2026/3/29
NP15,2026/3/29 22:00,14.83508301,0,0.527114995,2026/3/29
SP15,2026/3/29 22:00,21.18173218,0,2.227476116,2026/3/29
ZP26,2026/3/29 22:00,15.60922241,0,0.994468331,2026/3/29
NP15,2026/3/29 21:00,16.21563721,0,0.985925825,2026/3/29
SP15,2026/3/29 21:00,22.07904053,0,2.593368229,2026/3/29
ZP26,2026/3/29 21:00,16.46008301,0,1.293787487,2026/3/29
NP15,2026/3/29 20:00,17.49621582,6.636111259,1.420217569,2026/3/29
SP15,2026/3/29 20:00,23.09851074,0.452222228,3.047560244,2026/3/29
ZP26,2026/3/29 20:00,17.5135498,4.176666737,1.547105937,2026/3/29
NP15,2026/3/29 19:00,19.77246094,110.25,2.08129571,2026/3/29
SP15,2026/3/29 19:00,24.58093262,78.97944641,3.488492966,2026/3/29
ZP26,2026/3/29 19:00,19.34503174,118.2422256,1.843873477,2026/3/29
NP15,2026/3/29 18:00,22.42630005,292.0455627,3.364054654,2026/3/29
SP15,2026/3/29 18:00,26.48660278,276.2911072,4.732531831,2026/3/29
ZP26,2026/3/29 18:00,21.57507324,323.3699951,2.455945501,2026/3/29
NP15,2026/3/29 17:00,23.72872925,495.1955566,4.160428457,2026/3/29
SP15,2026/3/29 17:00,27.45825195,480.3977661,5.239892991,2026/3/29
ZP26,2026/3/29 17:00,22.48519897,526.3522339,2.734230261,2026/3/29
NP15,2026/3/29 16:00,24.25292969,662.4022217,4.82329463,2026/3/29
SP15,2026/3/29 16:00,28.13690186,670.2800293,5.172086563,2026/3/29
ZP26,2026/3/29 16:00,23.13882446,701.3010864,3.670345688,2026/3/29
NP15,2026/3/29 15:00,24.45785522,772.1166382,4.487866416,2026/3/29
SP15,2026/3/29 15:00,28.29110718,806.6344604,4.625747356,2026/3/29
ZP26,2026/3/29 15:00,23.1958313,823.277771,3.187872429,2026/3/29
NP15,2026/3/29 14:00,24.22583008,833.151123,4.087506859,2026/3/29
SP15,2026/3/29 14:00,28.07983398,870.2088623,4.000500712,2026/3/29
ZP26,2026/3/29 14:00,22.88510132,883.7733154,2.572607379,2026/3/29
NP15,2026/3/29 13:00,23.51864624,826.2922363,3.608847585,2026/3/29
SP15,2026/3/29 13:00,27.50109863,872.430542,3.288252759,2026/3/29
ZP26,2026/3/29 13:00,22.23526001,878.6705322,2.036127915,2026/3/29
NP15,2026/3/29 12:00,22.46395874,755.7211304,3.029176873,2026/3/29
SP15,2026/3/29 12:00,26.62316895,809.3577881,2.716192311,2026/3/29
ZP26,2026/3/29 12:00,21.30169678,808.1933594,1.669886045,2026/3/29
NP15,2026/3/29 11:00,20.97174072,629.7316895,2.218955823,2026/3/29
SP15,2026/3/29 11:00,25.48477173,681.0150146,2.23576928,2026/3/29
ZP26,2026/3/29 11:00,20.07693481,676.0872192,1.392524102,2026/3/29
NP15,2026/3/29 10:00,19.06066895,460.1722107,1.5193922,2026/3/29
SP15,2026/3/29 10:00,24.05688477,506.3033447,1.732261804,2026/3/29
ZP26,2026/3/29 10:00,18.59011841,493.8900146,1.225130908,2026/3/29
NP15,2026/3/29 9:00,16.21130371,259.7772217,1.212319658,2026/3/29
SP15,2026/3/29 9:00,22.36486816,304.7533264,1.333604235,2026/3/29
ZP26,2026/3/29 9:00,16.71386719,283.2416687,1.124862354,2026/3/29
NP15,2026/3/29 8:00,11.82797241,70.05166626,1.550326805,2026/3/29
SP15,2026/3/29 8:00,20.00640869,105.9688873,1.185788848,2026/3/29
ZP26,2026/3/29 8:00,13.84552002,81.88500214,1.153957207,2026/3/29
NP15,2026/3/29 7:00,9.55960083,0.077777781,1.66893654,2026/3/29
SP15,2026/3/29 7:00,18.150177,3.812777758,1.236073858,2026/3/29
ZP26,2026/3/29 7:00,11.81777954,0.562777758,1.138008399,2026/3/29
NP15,2026/3/29 6:00,9.871795654,0,1.845310332,2026/3/29
SP15,2026/3/29 6:00,18.30279541,0,1.449556484,2026/3/29
ZP26,2026/3/29 6:00,11.9854126,0,1.183179708,2026/3/29
NP15,2026/3/29 5:00,10.19674683,0,1.938090016,2026/3/29
SP15,2026/3/29 5:00,18.62713623,0,1.673050675,2026/3/29
ZP26,2026/3/29 5:00,12.20352173,0,1.186235647,2026/3/29
NP15,2026/3/29 4:00,10.53070068,0,1.854718432,2026/3/29
SP15,2026/3/29 4:00,18.92349243,0,1.805287827,2026/3/29
ZP26,2026/3/29 4:00,12.44067383,0,1.227535381,2026/3/29
NP15,2026/3/29 3:00,10.89627075,0,1.777107942,2026/3/29
SP15,2026/3/29 3:00,19.26153564,0,1.884674133,2026/3/29
ZP26,2026/3/29 3:00,12.76861572,0,1.356452334,2026/3/29
NP15,2026/3/29 2:00,11.31967163,0,1.72115615,2026/3/29
SP15,2026/3/29 2:00,19.6706543,0,2.078219062,2026/3/29
ZP26,2026/3/29 2:00,13.08145142,0,1.495966539,2026/3/29
NP15,2026/3/29 1:00,11.77984619,0,1.642778373,2026/3/29
SP15,2026/3/29 1:00,20.08349609,0,2.280666753,2026/3/29
ZP26,2026/3/29 1:00,13.41296387,0,1.577012367,2026/3/29
NP15,2026/3/29 0:00,12.35458374,0,1.515175167,2026/3/29
SP15,2026/3/29 0:00,20.52011108,0,2.559379579,2026/3/29
ZP26,2026/3/29 0:00,13.80325317,0,1.648604383,2026/3/29
NP15,2026/3/28 23:00,13.12545776,0,1.315631099,2026/3/28
SP15,2026/3/28 23:00,21.05911255,0,2.933308191,2026/3/28
ZP26,2026/3/28 23:00,14.27935791,0,1.698189611,2026/3/28
NP15,2026/3/28 22:00,14.15344238,0,1.233680248,2026/3/28
SP15,2026/3/28 22:00,21.73760986,0,3.262434714,2026/3/28
ZP26,2026/3/28 22:00,14.88870239,0,1.770866141,2026/3/28
NP15,2026/3/28 21:00,15.41030884,0,1.308989189,2026/3/28
SP15,2026/3/28 21:00,22.50265503,0,3.446098895,2026/3/28
ZP26,2026/3/28 21:00,15.66253662,0,1.952091427,2026/3/28
NP15,2026/3/28 20:00,16.7399292,6.771666527,1.451170734,2026/3/28
SP15,2026/3/28 20:00,23.42410278,0.36277777,3.595071399,2026/3/28
ZP26,2026/3/28 20:00,16.61456299,3.830555439,2.175337162,2026/3/28
NP15,2026/3/28 19:00,19.14785767,125.2783356,1.79584392,2026/3/28
SP15,2026/3/28 19:00,24.77316284,72.41611481,3.8428052,2026/3/28
ZP26,2026/3/28 19:00,18.38140869,115.8205566,2.414362421,2026/3/28
NP15,2026/3/28 18:00,21.79891968,318.7338867,2.839214038,2026/3/28
SP15,2026/3/28 18:00,26.68035889,258.472229,4.819129229,2026/3/28
ZP26,2026/3/28 18:00,20.56863403,319.3788757,3.034703178,2026/3/28
NP15,2026/3/28 17:00,22.8921814,509.7888794,3.386456406,2026/3/28
SP15,2026/3/28 17:00,27.6232605,459.5088806,4.842619362,2026/3/28
ZP26,2026/3/28 17:00,21.55596924,523.3760986,3.129170723,2026/3/28
NP15,2026/3/28 16:00,23.41723633,682.3833618,2.655544786,2026/3/28
SP15,2026/3/28 16:00,28.43164063,671.7922363,4.687618728,2026/3/28
ZP26,2026/3/28 16:00,22.22134399,696.6766968,3.087755957,2026/3/28
NP15,2026/3/28 15:00,23.41943359,799.5655518,2.670558687,2026/3/28
SP15,2026/3/28 15:00,28.59820557,816.4888916,4.20202548,2026/3/28
ZP26,2026/3/28 15:00,22.39306641,818.0244141,2.8293543,2026/3/28
NP15,2026/3/28 14:00,23.06842041,856.5066528,2.524776536,2026/3/28
SP15,2026/3/28 14:00,28.35931396,894.4433594,3.43171792,2026/3/28
ZP26,2026/3/28 14:00,22.25268555,881.8010864,2.495881257,2026/3/28
NP15,2026/3/28 13:00,22.32901001,847.4266968,2.292787936,2026/3/28
SP15,2026/3/28 13:00,27.73901367,905.4672241,2.696622114,2026/3/28
ZP26,2026/3/28 13:00,21.73147583,877.5494385,2.181102004,2026/3/28
NP15,2026/3/28 12:00,21.2694397,774.0010986,1.890833174,2026/3/28
SP15,2026/3/28 12:00,26.82797241,845.1366577,2.030116403,2026/3/28
ZP26,2026/3/28 12:00,20.90771484,808.7188721,1.730331583,2026/3/28
NP15,2026/3/28 11:00,19.79830933,643.0900269,1.214981393,2026/3/28
SP15,2026/3/28 11:00,25.57339478,719.9500122,1.388530948,2026/3/28
ZP26,2026/3/28 11:00,19.7545166,676.8833618,1.142038143,2026/3/28
NP15,2026/3/28 10:00,17.85772705,466.0411072,0.53551756,2026/3/28
SP15,2026/3/28 10:00,23.96191406,541.8699951,0.824876453,2026/3/28
ZP26,2026/3/28 10:00,18.25952148,494.6205444,0.607212752,2026/3/28
NP15,2026/3/28 9:00,15.29797363,261.3733215,0.141149638,2026/3/28
SP15,2026/3/28 9:00,22.01809692,328.4205627,0.808707271,2026/3/28
ZP26,2026/3/28 9:00,16.33700562,283.1733398,0.413527865,2026/3/28
NP15,2026/3/28 8:00,11.22982788,67.9422226,0.526766566,2026/3/28
SP15,2026/3/28 8:00,19.30310059,115.9388885,1.171710186,2026/3/28
ZP26,2026/3/28 8:00,13.39849854,81.0688858,0.547572396,2026/3/28
NP15,2026/3/28 7:00,9.063140869,0.032222223,0.490634655,2026/3/28
SP15,2026/3/28 7:00,17.16293335,3.645555496,1.426665291,2026/3/28
ZP26,2026/3/28 7:00,11.38473511,0.422777772,0.681156224,2026/3/28
NP15,2026/3/28 6:00,9.470428467,0,0.5084678,2026/3/28
SP15,2026/3/28 6:00,17.32455444,0,1.581785731,2026/3/28
ZP26,2026/3/28 6:00,11.6343689,0,0.725858979,2026/3/28
NP15,2026/3/28 5:00,9.892089844,0,0.559737351,2026/3/28
SP15,2026/3/28 5:00,17.69244385,0,1.599701736,2026/3/28
ZP26,2026/3/28 5:00,11.93243408,0,0.767873077,2026/3/28
NP15,2026/3/28 4:00,10.28787231,0,0.59126049,2026/3/28
SP15,2026/3/28 4:00,18.08764648,0,1.495884434,2026/3/28
ZP26,2026/3/28 4:00,12.25912476,0,0.800730383,2026/3/28
NP15,2026/3/28 3:00,10.62548828,0,0.67831677,2026/3/28
SP15,2026/3/28 3:00,18.54849243,0,1.309807704,2026/3/28
ZP26,2026/3/28 3:00,12.62072754,0,0.885309482,2026/3/28
NP15,2026/3/28 2:00,10.96047974,0,0.767398249,2026/3/28
SP15,2026/3/28 2:00,19.0690918,0,1.175649306,2026/3/28
ZP26,2026/3/28 2:00,13.00924683,0,0.986424634,2026/3/28
NP15,2026/3/28 1:00,11.35617065,0,0.816159244,2026/3/28
SP15,2026/3/28 1:00,19.63388062,0,1.229176536,2026/3/28
ZP26,2026/3/28 1:00,13.40585327,0,1.049618242,2026/3/28
NP15,2026/3/28 0:00,11.84936523,0,0.820537758,2026/3/28
SP15,2026/3/28 0:00,20.21911621,0,1.441144313,2026/3/28
ZP26,2026/3/28 0:00,13.88531494,0,1.102053604,2026/3/28
NP15,2026/3/27 23:00,12.57272339,0,0.753594054,2026/3/27
SP15,2026/3/27 23:00,20.84640503,0,1.755742524,2026/3/27
ZP26,2026/3/27 23:00,14.4666748,0,1.171624353,2026/3/27
NP15,2026/3/27 22:00,13.52975464,0,0.734748825,2026/3/27
SP15,2026/3/27 22:00,21.56317139,0,1.989203876,2026/3/27
ZP26,2026/3/27 22:00,15.15872192,0,1.314262247,2026/3/27
NP15,2026/3/27 21:00,14.67910767,0,0.682224971,2026/3/27
SP15,2026/3/27 21:00,22.38848877,0,2.260279496,2026/3/27
ZP26,2026/3/27 21:00,15.99713135,0,1.536836491,2026/3/27
NP15,2026/3/27 20:00,16.15582275,5.775000095,0.575648052,2026/3/27
SP15,2026/3/27 20:00,23.32861328,0.297777772,2.53740456,2026/3/27
ZP26,2026/3/27 20:00,16.97155762,3.427222252,1.761359048,2026/3/27
NP15,2026/3/27 19:00,18.66867065,108.0183334,0.560036336,2026/3/27
SP15,2026/3/27 19:00,24.7131958,67.61888885,2.7398725,2026/3/27
ZP26,2026/3/27 19:00,18.71237183,105.9416656,1.869189382,2026/3/27
NP15,2026/3/27 18:00,21.41583252,273.9816589,0.85458131,2026/3/27
SP15,2026/3/27 18:00,26.75149536,254.746109,3.224917428,2026/3/27
ZP26,2026/3/27 18:00,20.85336304,292.8144531,2.256625581,2026/3/27
NP15,2026/3/27 17:00,22.62213135,441.3077698,1.200447703,2026/3/27
SP15,2026/3/27 17:00,27.72409058,468.0194397,3.096872685,2026/3/27
ZP26,2026/3/27 17:00,21.87457275,485.0033264,2.26755558,2026/3/27
NP15,2026/3/27 16:00,23.24505615,609.8244629,1.76339784,2026/3/27
SP15,2026/3/27 16:00,28.36065674,658.4910889,3.165185335,2026/3/27
ZP26,2026/3/27 16:00,22.38919067,626.6266479,2.143146319,2026/3/27
NP15,2026/3/27 15:00,23.24755859,726.2255859,1.517692538,2026/3/27
SP15,2026/3/27 15:00,28.48684692,803.5566406,2.668662483,2026/3/27
ZP26,2026/3/27 15:00,22.5100708,749.1466675,1.836734953,2026/3/27
NP15,2026/3/27 14:00,22.79492188,791.3150024,1.122913931,2026/3/27
SP15,2026/3/27 14:00,28.22143555,882.5200195,2.031761359,2026/3/27
ZP26,2026/3/27 14:00,22.24401855,819.2333374,1.548455625,2026/3/27
NP15,2026/3/27 13:00,21.9201355,798.9344482,0.952164603,2026/3/27
SP15,2026/3/27 13:00,27.59329224,893.2800293,1.31213384,2026/3/27
ZP26,2026/3/27 13:00,21.66125488,822.7266846,1.36039942,2026/3/27
NP15,2026/3/27 12:00,20.60244751,733.9294434,1.120994117,2026/3/27
SP15,2026/3/27 12:00,26.67398071,836.2683105,0.722585678,2026/3/27
ZP26,2026/3/27 12:00,20.82977295,756.8355713,1.126984715,2026/3/27
NP15,2026/3/27 11:00,18.86938477,600.3566895,1.629455988,2026/3/27
SP15,2026/3/27 11:00,25.48846436,714.956665,0.413642725,2026/3/27
ZP26,2026/3/27 11:00,19.7270813,623.5222168,0.842799704,2026/3/27
NP15,2026/3/27 10:00,16.78677368,417.3155518,2.141983415,2026/3/27
SP15,2026/3/27 10:00,24.00149536,537.4483032,0.224267224,2026/3/27
ZP26,2026/3/27 10:00,18.32128906,441.6011047,0.607857382,2026/3/27
NP15,2026/3/27 9:00,13.91296387,214.067215,2.898519369,2026/3/27
SP15,2026/3/27 9:00,22.15158081,324.6388855,0.152351527,2026/3/27
ZP26,2026/3/27 9:00,16.45062256,241.2866669,0.724227666,2026/3/27
NP15,2026/3/27 8:00,10.80529785,51.84388733,3.186094525,2026/3/27
SP15,2026/3/27 8:00,19.47418213,112.7011108,0.243441324,2026/3/27
ZP26,2026/3/27 8:00,13.65249634,66.48166656,0.967353108,2026/3/27
NP15,2026/3/27 7:00,9.61138916,0.002777778,3.259762683,2026/3/27
SP15,2026/3/27 7:00,17.43707275,3.120555639,0.211297078,2026/3/27
ZP26,2026/3/27 7:00,11.9145813,0.281666666,1.063882322,2026/3/27
NP15,2026/3/27 6:00,9.965087891,0,3.456076022,2026/3/27
SP15,2026/3/27 6:00,17.59326172,0,0.253054152,2026/3/27
ZP26,2026/3/27 6:00,12.11160278,0,1.178969917,2026/3/27
NP15,2026/3/27 5:00,10.38867188,0,3.671166379,2026/3/27
SP15,2026/3/27 5:00,17.9367981,0,0.472084041,2026/3/27
ZP26,2026/3/27 5:00,12.34735107,0,1.325912344,2026/3/27
NP15,2026/3/27 4:00,10.89227295,0,3.861402266,2026/3/27
SP15,2026/3/27 4:00,18.30310059,0,0.725985093,2026/3/27
ZP26,2026/3/27 4:00,12.60122681,0,1.464801724,2026/3/27
NP15,2026/3/27 3:00,11.46853638,0,4.056551425,2026/3/27
SP15,2026/3/27 3:00,18.68597412,0,0.846869146,2026/3/27
ZP26,2026/3/27 3:00,12.86035156,0,1.541587391,2026/3/27
NP15,2026/3/27 2:00,12.04605103,0,4.194126365,2026/3/27
SP15,2026/3/27 2:00,19.11212158,0,0.887742329,2026/3/27
ZP26,2026/3/27 2:00,13.12503052,0,1.640727148,2026/3/27
NP15,2026/3/27 1:00,12.61422729,0,4.388541751,2026/3/27
SP15,2026/3/27 1:00,19.58810425,0,0.908307208,2026/3/27
ZP26,2026/3/27 1:00,13.44378662,0,1.873190985,2026/3/27
